traits	patch	samp.dates	short.names
1_6452_2005.50411	2	2005.50411	1_6452
2_6502_2005.432877	3	2005.432877	2_6502
3_4353_2005.449315	4	2005.449315	3_4353
5_273_2005.432877	6	2005.432877	5_273
0_12294_2005.389041	1	2005.389041	0_12294
0_12354_2005.454795	1	2005.454795	0_12354
3_5746_2007.728767	4	2007.728767	3_5746
0_12355_2005.432877	1	2005.432877	0_12355
5_3395_2010.230137	6	2010.230137	5_3395
5_3008_2009.830137	6	2009.830137	5_3008
0_12356_2005.446575	1	2005.446575	0_12356
2_6503_2005.427397	3	2005.427397	2_6503
3_4354_2005.457534	4	2005.457534	3_4354
0_12358_2005.427397	1	2005.427397	0_12358
0_12359_2005.452055	1	2005.452055	0_12359
0_12360_2005.50137	1	2005.50137	0_12360
0_12362_2005.443836	1	2005.443836	0_12362
3_4583_2006.068493	4	2006.068493	3_4583
1_5617_2002.487671	2	2002.487671	1_5617
0_12363_2005.493151	1	2005.493151	0_12363
0_12759_2005.671233	1	2005.671233	0_12759
4_4387_1999.427397	5	1999.427397	4_4387
0_12365_2005.493151	1	2005.493151	0_12365
2_6506_2005.443836	3	2005.443836	2_6506
2_6510_2005.438356	3	2005.438356	2_6510
3_4878_2006.594521	4	2006.594521	3_4878
2_6511_2005.512329	3	2005.512329	2_6511
2_6512_2005.457534	3	2005.457534	2_6512
2_6514_2005.424658	3	2005.424658	2_6514
1_3464_1999.90411	2	1999.90411	1_3464
0_12368_2005.432877	1	2005.432877	0_12368
4_5945_2000.527322	5	2000.527322	4_5945
0_12369_2005.457534	1	2005.457534	0_12369
0_12370_2005.454795	1	2005.454795	0_12370
0_12851_2005.80274	1	2005.80274	0_12851
0_13278_2005.972603	1	2005.972603	0_13278
0_2080_1993.410959	1	1993.410959	0_2080
2_6516_2005.479452	3	2005.479452	2_6516
4_8393_2006.40274	5	2006.40274	4_8393
2_13406_2007.978082	3	2007.978082	2_13406
4_7923_2005.457534	5	2005.457534	4_7923
1_2074_1998.010959	2	1998.010959	1_2074
3_4358_2005.460274	4	2005.460274	3_4358
5_4086_2010.879452	6	2010.879452	5_4086
5_3624_2010.471233	6	2010.471233	5_3624
0_12374_2005.438356	1	2005.438356	0_12374
2_15520_2008.647541	3	2008.647541	2_15520
2_10042_2006.967123	3	2006.967123	2_10042
0_12375_2005.463014	1	2005.463014	0_12375
2_2029_1999.531507	3	1999.531507	2_2029
0_12377_2005.473973	1	2005.473973	0_12377
1_2387_1998.6	2	1998.6	1_2387
2_12549_2007.786301	3	2007.786301	2_12549
2_1519_1998.715068	3	1998.715068	2_1519
0_12378_2005.539726	1	2005.539726	0_12378
2_18578_2009.589041	3	2009.589041	2_18578
4_7812_2005.306849	5	2005.306849	4_7812
1_6454_2005.449315	2	2005.449315	1_6454
2_6518_2005.446575	3	2005.446575	2_6518
1_7224_2010.309589	2	2010.309589	1_7224
1_1518_1996.418033	2	1996.418033	1_1518
4_7924_2005.454795	5	2005.454795	4_7924
0_10790_2004.213115	1	2004.213115	0_10790
4_7925_2005.471233	5	2005.471233	4_7925
0_13737_2006.290411	1	2006.290411	0_13737
4_7926_2005.493151	5	2005.493151	4_7926
0_12380_2005.446575	1	2005.446575	0_12380
0_13331_2006.071233	1	2006.071233	0_13331
2_19390_2009.8	3	2009.8	2_19390
4_7927_2005.457534	5	2005.457534	4_7927
0_12386_2005.449315	1	2005.449315	0_12386
4_8377_2006.282192	5	2006.282192	4_8377
4_6758_2001.769863	5	2001.769863	4_6758
0_12388_2005.553425	1	2005.553425	0_12388
4_7928_2005.438356	5	2005.438356	4_7928
0_6474_2000.983607	1	2000.983607	0_6474
0_12395_2005.446575	1	2005.446575	0_12395
2_14623_2008.355191	3	2008.355191	2_14623
2_6527_2005.515068	3	2005.515068	2_6527
2_8664_2006.410959	3	2006.410959	2_8664
2_6530_2005.460274	3	2005.460274	2_6530
2_540_1995.126027	3	1995.126027	2_540
2_6531_2005.550685	3	2005.550685	2_6531
2_6532_2005.463014	3	2005.463014	2_6532
3_4359_2005.438356	4	2005.438356	3_4359
4_7931_2005.487671	5	2005.487671	4_7931
2_8918_2006.493151	3	2006.493151	2_8918
2_7574_2006.016438	3	2006.016438	2_7574
4_8413_2006.520548	5	2006.520548	4_8413
4_3450_1998.865753	5	1998.865753	4_3450
0_12397_2005.463014	1	2005.463014	0_12397
2_21163_2010.961644	3	2010.961644	2_21163
0_12398_2005.454795	1	2005.454795	0_12398
1_2852_1999.356164	2	1999.356164	1_2852
3_6001_2008.008197	4	2008.008197	3_6001
0_11300_2004.540984	1	2004.540984	0_11300
0_12400_2005.50137	1	2005.50137	0_12400
2_19524_2009.860274	3	2009.860274	2_19524
2_14086_2008.161202	3	2008.161202	2_14086
2_6534_2005.465753	3	2005.465753	2_6534
2_6535_2005.452055	3	2005.452055	2_6535
4_2560_1998.260274	5	1998.260274	4_2560
2_6536_2005.523288	3	2005.523288	2_6536
2_16924_2008.964481	3	2008.964481	2_16924
2_6537_2005.460274	3	2005.460274	2_6537
2_20239_2010.254795	3	2010.254795	2_20239
4_7934_2005.449315	5	2005.449315	4_7934
2_9209_2006.646575	3	2006.646575	2_9209
2_20565_2010.484932	3	2010.484932	2_20565
0_12401_2005.457534	1	2005.457534	0_12401
0_12403_2005.454795	1	2005.454795	0_12403
2_6539_2005.473973	3	2005.473973	2_6539
2_6540_2005.490411	3	2005.490411	2_6540
4_7935_2005.484932	5	2005.484932	4_7935
2_6833_2005.750685	3	2005.750685	2_6833
0_12405_2005.515068	1	2005.515068	0_12405
0_12408_2005.528767	1	2005.528767	0_12408
2_14517_2008.336066	3	2008.336066	2_14517
0_12409_2005.493151	1	2005.493151	0_12409
2_6823_2005.679452	3	2005.679452	2_6823
2_18966_2009.665753	3	2009.665753	2_18966
2_12641_2007.736986	3	2007.736986	2_12641
2_6543_2005.558904	3	2005.558904	2_6543
3_4362_2005.564384	4	2005.564384	3_4362
0_14904_2007.142466	1	2007.142466	0_14904
2_6589_2005.556164	3	2005.556164	2_6589
1_3692_2000.112022	2	2000.112022	1_3692
0_12411_2005.539726	1	2005.539726	0_12411
0_12412_2005.49589	1	2005.49589	0_12412
1_7303_2015.520548	2	2015.520548	1_7303
2_6544_2005.49589	3	2005.49589	2_6544
2_6545_2005.545205	3	2005.545205	2_6545
4_7940_2005.484932	5	2005.484932	4_7940
0_12414_2005.482192	1	2005.482192	0_12414
2_9077_2006.512329	3	2006.512329	2_9077
0_12993_2005.79726	1	2005.79726	0_12993
1_6614_2006.312329	2	2006.312329	1_6614
0_12416_2005.528767	1	2005.528767	0_12416
4_7941_2005.454795	5	2005.454795	4_7941
3_1463_2001.169863	4	2001.169863	3_1463
4_7942_2005.589041	5	2005.589041	4_7942
0_12418_2005.60274	1	2005.60274	0_12418
0_12420_2005.465753	1	2005.465753	0_12420
0_12421_2005.484932	1	2005.484932	0_12421
2_17782_2009.241096	3	2009.241096	2_17782
2_8158_2006.243836	3	2006.243836	2_8158
2_3785_2001.813699	3	2001.813699	2_3785
0_12422_2005.482192	1	2005.482192	0_12422
4_8225_2006.008219	5	2006.008219	4_8225
0_12423_2005.468493	1	2005.468493	0_12423
2_17572_2009.238356	3	2009.238356	2_17572
2_15370_2008.590164	3	2008.590164	2_15370
2_1964_1999.40274	3	1999.40274	2_1964
0_6978_2001.408219	1	2001.408219	0_6978
0_2111_1993.452055	1	1993.452055	0_2111
2_6552_2005.473973	3	2005.473973	2_6552
2_6553_2005.460274	3	2005.460274	2_6553
2_6555_2005.49863	3	2005.49863	2_6555
3_4659_2006.227397	4	2006.227397	3_4659
4_2939_1998.479452	5	1998.479452	4_2939
2_6556_2005.509589	3	2005.509589	2_6556
0_12427_2005.490411	1	2005.490411	0_12427
0_12931_2005.80274	1	2005.80274	0_12931
0_12595_2005.591781	1	2005.591781	0_12595
2_6562_2005.468493	3	2005.468493	2_6562
3_1269_2000.956284	4	2000.956284	3_1269
2_6563_2005.463014	3	2005.463014	2_6563
0_14126_2006.490411	1	2006.490411	0_14126
3_5038_2006.638356	4	2006.638356	3_5038
5_2018_2009.076712	6	2009.076712	5_2018
0_12431_2005.616438	1	2005.616438	0_12431
0_12842_2005.769863	1	2005.769863	0_12842
1_3889_2000.346995	2	2000.346995	1_3889
0_12433_2005.465753	1	2005.465753	0_12433
0_1287_1992.713115	1	1992.713115	0_1287
2_6566_2005.473973	3	2005.473973	2_6566
4_5195_1999.90411	5	1999.90411	4_5195
1_6696_2006.553425	2	2006.553425	1_6696
4_7946_2005.457534	5	2005.457534	4_7946
3_5039_2006.657534	4	2006.657534	3_5039
4_7947_2005.509589	5	2005.509589	4_7947
2_16753_2008.991803	3	2008.991803	2_16753
0_9423_2003.024658	1	2003.024658	0_9423
0_12436_2005.487671	1	2005.487671	0_12436
0_10941_2004.377049	1	2004.377049	0_10941
0_12438_2005.484932	1	2005.484932	0_12438
2_2531_2000.519126	3	2000.519126	2_2531
0_12439_2005.482192	1	2005.482192	0_12439
0_12441_2005.463014	1	2005.463014	0_12441
0_6392_2000.907104	1	2000.907104	0_6392
0_12442_2005.506849	1	2005.506849	0_12442
4_7949_2005.517808	5	2005.517808	4_7949
4_7974_2005.526027	5	2005.526027	4_7974
1_6364_2004.814208	2	2004.814208	1_6364
2_6572_2005.465753	3	2005.465753	2_6572
3_2924_2002.512329	4	2002.512329	3_2924
3_4365_2005.542466	4	2005.542466	3_4365
3_1706_2001.630137	4	2001.630137	3_1706
4_7950_2005.539726	5	2005.539726	4_7950
4_7952_2005.512329	5	2005.512329	4_7952
0_12443_2005.471233	1	2005.471233	0_12443
1_2802_1999.282192	2	1999.282192	1_2802
0_12444_2005.520548	1	2005.520548	0_12444
3_4366_2005.520548	4	2005.520548	3_4366
0_1158_1992.57377	1	1992.57377	0_1158
0_12450_2005.482192	1	2005.482192	0_12450
1_2105_1998.054795	2	1998.054795	1_2105
0_12451_2005.567123	1	2005.567123	0_12451
2_6577_2005.545205	3	2005.545205	2_6577
0_231_1990.50137	1	1990.50137	0_231
2_9566_2006.767123	3	2006.767123	2_9566
2_10826_2007.134247	3	2007.134247	2_10826
2_6578_2005.583562	3	2005.583562	2_6578
2_6579_2005.49863	3	2005.49863	2_6579
2_3956_2002.10411	3	2002.10411	2_3956
2_6580_2005.583562	3	2005.583562	2_6580
4_8092_2005.736986	5	2005.736986	4_8092
3_5192_2006.863014	4	2006.863014	3_5192
3_4367_2005.536986	4	2005.536986	3_4367
5_3844_2010.693151	6	2010.693151	5_3844
0_7679_2001.860274	1	2001.860274	0_7679
0_12453_2005.542466	1	2005.542466	0_12453
3_665_1999.194521	4	1999.194521	3_665
0_12456_2005.493151	1	2005.493151	0_12456
2_6582_2005.484932	3	2005.484932	2_6582
5_485_2007.350685	6	2007.350685	5_485
3_6637_2008.937158	4	2008.937158	3_6637
4_130_1996.210383	5	1996.210383	4_130
2_6583_2005.550685	3	2005.550685	2_6583
1_1769_1997.038356	2	1997.038356	1_1769
0_5329_1998.435616	1	1998.435616	0_5329
0_12457_2005.509589	1	2005.509589	0_12457
2_11347_2007.29863	3	2007.29863	2_11347
0_12460_2005.512329	1	2005.512329	0_12460
2_6586_2005.583562	3	2005.583562	2_6586
2_7733_2006.169863	3	2006.169863	2_7733
3_4371_2005.50137	4	2005.50137	3_4371
2_21447_2011.452055	3	2011.452055	2_21447
0_4882_1996.923497	1	1996.923497	0_4882
4_7957_2005.523288	5	2005.523288	4_7957
4_7567_2004.650273	5	2004.650273	4_7567
4_7958_2005.50411	5	2005.50411	4_7958
4_7959_2005.523288	5	2005.523288	4_7959
0_12463_2005.490411	1	2005.490411	0_12463
2_10776_2007.10137	3	2007.10137	2_10776
2_6591_2005.556164	3	2005.556164	2_6591
0_7800_2002.060274	1	2002.060274	0_7800
2_6592_2005.531507	3	2005.531507	2_6592
1_6478_2005.79726	2	2005.79726	1_6478
2_6593_2005.493151	3	2005.493151	2_6593
2_12276_2007.657534	3	2007.657534	2_12276
0_13794_2006.386301	1	2006.386301	0_13794
1_4187_2000.674863	2	2000.674863	1_4187
0_3368_1994.731507	1	1994.731507	0_3368
2_8526_2006.460274	3	2006.460274	2_8526
4_7960_2005.652055	5	2005.652055	4_7960
2_10590_2007.030137	3	2007.030137	2_10590
0_12771_2005.693151	1	2005.693151	0_12771
2_6594_2005.517808	3	2005.517808	2_6594
2_6597_2005.493151	3	2005.493151	2_6597
2_20776_2010.652055	3	2010.652055	2_20776
4_2713_1998.260274	5	1998.260274	4_2713
4_7962_2005.542466	5	2005.542466	4_7962
2_6601_2005.528767	3	2005.528767	2_6601
0_6136_2000.748634	1	2000.748634	0_6136
2_6603_2005.523288	3	2005.523288	2_6603
0_12473_2005.630137	1	2005.630137	0_12473
1_5889_2003.010959	2	2003.010959	1_5889
4_7963_2005.528767	5	2005.528767	4_7963
5_2513_2009.446575	6	2009.446575	5_2513
0_12475_2005.531507	1	2005.531507	0_12475
2_9180_2006.550685	3	2006.550685	2_9180
1_1844_1997.536986	2	1997.536986	1_1844
3_2462_2002.109589	4	2002.109589	3_2462
2_10198_2006.964384	3	2006.964384	2_10198
0_8380_2002.2	1	2002.2	0_8380
2_7563_2006.032877	3	2006.032877	2_7563
0_12478_2005.550685	1	2005.550685	0_12478
0_12483_2005.591781	1	2005.591781	0_12483
4_275_1996.562842	5	1996.562842	4_275
1_6381_2004.923497	2	2004.923497	1_6381
1_7052_2009.616438	2	2009.616438	1_7052
4_8095_2005.805479	5	2005.805479	4_8095
4_2262_1997.945205	5	1997.945205	4_2262
3_2698_2002.273973	4	2002.273973	3_2698
0_12485_2005.594521	1	2005.594521	0_12485
0_12487_2005.512329	1	2005.512329	0_12487
0_12773_2005.687671	1	2005.687671	0_12773
2_6612_2005.50411	3	2005.50411	2_6612
4_7965_2005.580822	5	2005.580822	4_7965
2_1526_1998.728767	3	1998.728767	2_1526
0_12491_2005.583562	1	2005.583562	0_12491
2_11099_2007.271233	3	2007.271233	2_11099
1_4874_2001.156164	2	2001.156164	1_4874
0_5205_1998.246575	1	1998.246575	0_5205
3_3085_2002.586301	4	2002.586301	3_3085
0_12492_2005.589041	1	2005.589041	0_12492
0_12494_2005.512329	1	2005.512329	0_12494
2_13830_2008.13388	3	2008.13388	2_13830
0_12495_2005.49863	1	2005.49863	0_12495
3_41_1995.208219	4	1995.208219	3_41
0_12496_2005.49863	1	2005.49863	0_12496
0_9252_2002.769863	1	2002.769863	0_9252
0_12499_2005.545205	1	2005.545205	0_12499
2_6613_2005.545205	3	2005.545205	2_6613
2_6617_2005.542466	3	2005.542466	2_6617
2_6618_2005.536986	3	2005.536986	2_6618
2_6619_2005.539726	3	2005.539726	2_6619
0_12501_2005.589041	1	2005.589041	0_12501
1_2966_1999.515068	2	1999.515068	1_2966
0_12502_2005.536986	1	2005.536986	0_12502
2_11918_2007.484932	3	2007.484932	2_11918
0_12504_2005.550685	1	2005.550685	0_12504
0_12506_2005.561644	1	2005.561644	0_12506
2_6621_2005.613699	3	2005.613699	2_6621
5_225_2003.923288	6	2003.923288	5_225
0_12509_2005.539726	1	2005.539726	0_12509
5_3931_2010.715068	6	2010.715068	5_3931
2_1552_1998.863014	3	1998.863014	2_1552
0_12511_2005.517808	1	2005.517808	0_12511
0_12512_2005.531507	1	2005.531507	0_12512
0_12513_2005.605479	1	2005.605479	0_12513
2_7042_2005.860274	3	2005.860274	2_7042
0_12514_2005.591781	1	2005.591781	0_12514
4_7971_2005.610959	5	2005.610959	4_7971
0_12516_2005.583562	1	2005.583562	0_12516
2_13751_2008.043716	3	2008.043716	2_13751
0_12517_2005.556164	1	2005.556164	0_12517
2_22401_2014.090411	3	2014.090411	2_22401
0_12518_2005.567123	1	2005.567123	0_12518
2_6625_2005.550685	3	2005.550685	2_6625
3_4620_2006.131507	4	2006.131507	3_4620
0_3543_1994.89589	1	1994.89589	0_3543
0_12520_2005.605479	1	2005.605479	0_12520
4_9026_2008.027322	5	2008.027322	4_9026
0_12522_2005.553425	1	2005.553425	0_12522
2_6629_2005.545205	3	2005.545205	2_6629
2_6630_2005.534247	3	2005.534247	2_6630
2_13923_2008.161202	3	2008.161202	2_13923
2_6631_2005.553425	3	2005.553425	2_6631
0_11187_2004.486339	1	2004.486339	0_11187
2_6632_2005.542466	3	2005.542466	2_6632
0_12526_2005.608219	1	2005.608219	0_12526
2_14541_2008.352459	3	2008.352459	2_14541
0_5545_1999.263014	1	1999.263014	0_5545
0_12528_2005.545205	1	2005.545205	0_12528
1_6456_2005.542466	2	2005.542466	1_6456
2_6634_2005.621918	3	2005.621918	2_6634
2_2069_1999.564384	3	1999.564384	2_2069
3_4376_2005.528767	4	2005.528767	3_4376
4_7976_2005.531507	5	2005.531507	4_7976
2_8680_2006.463014	3	2006.463014	2_8680
3_1221_2000.877049	4	2000.877049	3_1221
2_6809_2005.69863	3	2005.69863	2_6809
0_12529_2005.526027	1	2005.526027	0_12529
0_12530_2005.575342	1	2005.575342	0_12530
2_8445_2006.323288	3	2006.323288	2_8445
1_4298_2000.748634	2	2000.748634	1_4298
0_12531_2005.60274	1	2005.60274	0_12531
0_12532_2005.663014	1	2005.663014	0_12532
4_7978_2005.536986	5	2005.536986	4_7978
4_8794_2007.580822	5	2007.580822	4_8794
4_7979_2005.536986	5	2005.536986	4_7979
0_3721_1995.035616	1	1995.035616	0_3721
2_11616_2007.383562	3	2007.383562	2_11616
0_12533_2005.545205	1	2005.545205	0_12533
3_6506_2008.562842	4	2008.562842	3_6506
2_7407_2005.936986	3	2005.936986	2_7407
0_12536_2005.547945	1	2005.547945	0_12536
2_6636_2005.572603	3	2005.572603	2_6636
2_6637_2005.545205	3	2005.545205	2_6637
4_7985_2005.663014	5	2005.663014	4_7985
0_9412_2003.010959	1	2003.010959	0_9412
2_9036_2006.578082	3	2006.578082	2_9036
4_7986_2005.558904	5	2005.558904	4_7986
0_12539_2005.564384	1	2005.564384	0_12539
5_6332_2014.167123	6	2014.167123	5_6332
0_12540_2005.572603	1	2005.572603	0_12540
0_12541_2005.649315	1	2005.649315	0_12541
0_12542_2005.561644	1	2005.561644	0_12542
0_12545_2005.572603	1	2005.572603	0_12545
0_12548_2005.550685	1	2005.550685	0_12548
2_13876_2008.081967	3	2008.081967	2_13876
3_6139_2008.120219	4	2008.120219	3_6139
0_12550_2005.547945	1	2005.547945	0_12550
2_20258_2010.243836	3	2010.243836	2_20258
2_6649_2005.550685	3	2005.550685	2_6649
4_7987_2005.575342	5	2005.575342	4_7987
2_19434_2009.8	3	2009.8	2_19434
3_2571_2002.180822	4	2002.180822	3_2571
4_7988_2005.660274	5	2005.660274	4_7988
4_7736_2005.169863	5	2005.169863	4_7736
2_9785_2006.893151	3	2006.893151	2_9785
0_12553_2005.575342	1	2005.575342	0_12553
0_12555_2005.591781	1	2005.591781	0_12555
2_10862_2007.167123	3	2007.167123	2_10862
0_12558_2005.539726	1	2005.539726	0_12558
2_6652_2005.556164	3	2005.556164	2_6652
2_6654_2005.665753	3	2005.665753	2_6654
2_6655_2005.556164	3	2005.556164	2_6655
4_1467_1997.50137	5	1997.50137	4_1467
2_6656_2005.545205	3	2005.545205	2_6656
2_6657_2005.547945	3	2005.547945	2_6657
4_7991_2005.627397	5	2005.627397	4_7991
0_12559_2005.569863	1	2005.569863	0_12559
0_14031_2006.517808	1	2006.517808	0_14031
0_12564_2005.553425	1	2005.553425	0_12564
2_19578_2009.890411	3	2009.890411	2_19578
2_6658_2005.569863	3	2005.569863	2_6658
2_6659_2005.558904	3	2005.558904	2_6659
2_22272_2013.131507	3	2013.131507	2_22272
4_1558_1997.517808	5	1997.517808	4_1558
1_6457_2005.621918	2	2005.621918	1_6457
0_12568_2005.649315	1	2005.649315	0_12568
0_12571_2005.668493	1	2005.668493	0_12571
0_5707_1999.758904	1	1999.758904	0_5707
2_6666_2005.569863	3	2005.569863	2_6666
3_4378_2005.682192	4	2005.682192	3_4378
0_10702_2004.142077	1	2004.142077	0_10702
0_13951_2006.40274	1	2006.40274	0_13951
4_7994_2005.630137	5	2005.630137	4_7994
4_7995_2005.594521	5	2005.594521	4_7995
2_6670_2005.638356	3	2005.638356	2_6670
0_9646_2003.263014	1	2003.263014	0_9646
2_6671_2005.547945	3	2005.547945	2_6671
2_20691_2010.589041	3	2010.589041	2_20691
4_7997_2005.60274	5	2005.60274	4_7997
0_7346_2001.630137	1	2001.630137	0_7346
4_7998_2005.684932	5	2005.684932	4_7998
0_14330_2006.635616	1	2006.635616	0_14330
4_7999_2005.6	5	2005.6	4_7999
0_12576_2005.569863	1	2005.569863	0_12576
0_12577_2005.594521	1	2005.594521	0_12577
5_880_2008.081967	6	2008.081967	5_880
0_8218_2002.035616	1	2002.035616	0_8218
0_12578_2005.6	1	2005.6	0_12578
3_3281_2002.863014	4	2002.863014	3_3281
0_12580_2005.589041	1	2005.589041	0_12580
0_12581_2005.616438	1	2005.616438	0_12581
1_5638_2002.484932	2	2002.484932	1_5638
4_8000_2005.690411	5	2005.690411	4_8000
0_12582_2005.586301	1	2005.586301	0_12582
2_9331_2006.589041	3	2006.589041	2_9331
2_6673_2005.569863	3	2005.569863	2_6673
2_15746_2008.715847	3	2008.715847	2_15746
3_4381_2005.608219	4	2005.608219	3_4381
4_9174_2008.81694	5	2008.81694	4_9174
0_12585_2005.589041	1	2005.589041	0_12585
0_12587_2005.564384	1	2005.564384	0_12587
2_13778_2008.084699	3	2008.084699	2_13778
0_12590_2005.575342	1	2005.575342	0_12590
4_7737_2005.156164	5	2005.156164	4_7737
0_12592_2005.668493	1	2005.668493	0_12592
2_9720_2006.764384	3	2006.764384	2_9720
1_6458_2005.652055	2	2005.652055	1_6458
2_6678_2005.567123	3	2005.567123	2_6678
2_6680_2005.608219	3	2005.608219	2_6680
0_12594_2005.635616	1	2005.635616	0_12594
2_6681_2005.673973	3	2005.673973	2_6681
2_8165_2006.30411	3	2006.30411	2_8165
1_1358_1996.270492	2	1996.270492	1_1358
2_6685_2005.572603	3	2005.572603	2_6685
4_8002_2005.583562	5	2005.583562	4_8002
0_12596_2005.583562	1	2005.583562	0_12596
0_12597_2005.583562	1	2005.583562	0_12597
0_12598_2005.575342	1	2005.575342	0_12598
0_12967_2005.816438	1	2005.816438	0_12967
1_3881_2000.368852	2	2000.368852	1_3881
1_6717_2006.663014	2	2006.663014	1_6717
0_12599_2005.610959	1	2005.610959	0_12599
4_6139_2000.60929	5	2000.60929	4_6139
2_6686_2005.778082	3	2005.778082	2_6686
5_4120_2010.887671	6	2010.887671	5_4120
4_7478_2004.415301	5	2004.415301	4_7478
2_6690_2005.608219	3	2005.608219	2_6690
0_12601_2005.657534	1	2005.657534	0_12601
4_3662_1999.005479	5	1999.005479	4_3662
2_11609_2007.435616	3	2007.435616	2_11609
0_12605_2005.624658	1	2005.624658	0_12605
5_3623_2010.419178	6	2010.419178	5_3623
0_15068_2007.383562	1	2007.383562	0_15068
0_1233_1992.691257	1	1992.691257	0_1233
0_12607_2005.583562	1	2005.583562	0_12607
4_4358_1999.394521	5	1999.394521	4_4358
2_4573_2002.972603	3	2002.972603	2_4573
2_10624_2007.142466	3	2007.142466	2_10624
4_2281_1997.991781	5	1997.991781	4_2281
0_12610_2005.572603	1	2005.572603	0_12610
2_13285_2007.969863	3	2007.969863	2_13285
2_6695_2005.641096	3	2005.641096	2_6695
3_6344_2008.338798	4	2008.338798	3_6344
0_12613_2005.569863	1	2005.569863	0_12613
2_6699_2005.739726	3	2005.739726	2_6699
2_21491_2011.361644	3	2011.361644	2_21491
2_6701_2005.59726	3	2005.59726	2_6701
2_6702_2005.709589	3	2005.709589	2_6702
4_8003_2005.632877	5	2005.632877	4_8003
2_6704_2005.567123	3	2005.567123	2_6704
2_6705_2005.652055	3	2005.652055	2_6705
3_3434_2003.030137	4	2003.030137	3_3434
0_472_1991.282192	1	1991.282192	0_472
4_2173_1997.989041	5	1997.989041	4_2173
2_6710_2005.627397	3	2005.627397	2_6710
4_8005_2005.668493	5	2005.668493	4_8005
2_17252_2009.09589	3	2009.09589	2_17252
0_12618_2005.569863	1	2005.569863	0_12618
0_12620_2005.575342	1	2005.575342	0_12620
1_6027_2003.767123	2	2003.767123	1_6027
2_6714_2005.679452	3	2005.679452	2_6714
2_6717_2005.663014	3	2005.663014	2_6717
0_12622_2005.594521	1	2005.594521	0_12622
0_12623_2005.684932	1	2005.684932	0_12623
3_5369_2007.090411	4	2007.090411	3_5369
2_12064_2007.550685	3	2007.550685	2_12064
3_4385_2005.59726	4	2005.59726	3_4385
4_8008_2005.613699	5	2005.613699	4_8008
0_12626_2005.605479	1	2005.605479	0_12626
0_569_1991.471233	1	1991.471233	0_569
2_8211_2006.263014	3	2006.263014	2_8211
0_12628_2005.605479	1	2005.605479	0_12628
2_2426_2000.377049	3	2000.377049	2_2426
0_12629_2005.616438	1	2005.616438	0_12629
2_6721_2005.682192	3	2005.682192	2_6721
2_7728_2006.112329	3	2006.112329	2_7728
2_11912_2007.515068	3	2007.515068	2_11912
3_6068_2008.125683	4	2008.125683	3_6068
3_4387_2005.6	4	2005.6	3_4387
3_4388_2005.591781	4	2005.591781	3_4388
4_8009_2005.654795	5	2005.654795	4_8009
0_9669_2003.317808	1	2003.317808	0_9669
0_14665_2006.917808	1	2006.917808	0_14665
3_3846_2003.989041	4	2003.989041	3_3846
3_4136_2004.674863	4	2004.674863	3_4136
2_6724_2005.6	3	2005.6	2_6724
4_584_1996.778689	5	1996.778689	4_584
0_12633_2005.610959	1	2005.610959	0_12633
0_12916_2005.764384	1	2005.764384	0_12916
0_14331_2006.616438	1	2006.616438	0_14331
2_13547_2008.008197	3	2008.008197	2_13547
2_6726_2005.643836	3	2005.643836	2_6726
1_4084_2000.532787	2	2000.532787	1_4084
3_4389_2005.608219	4	2005.608219	3_4389
2_8366_2006.320548	3	2006.320548	2_8366
4_8011_2005.682192	5	2005.682192	4_8011
0_12637_2005.638356	1	2005.638356	0_12637
2_17412_2009.161644	3	2009.161644	2_17412
0_12638_2005.660274	1	2005.660274	0_12638
0_12640_2005.594521	1	2005.594521	0_12640
2_6729_2005.608219	3	2005.608219	2_6729
2_6731_2005.646575	3	2005.646575	2_6731
2_18156_2009.347945	3	2009.347945	2_18156
3_630_1998.980822	4	1998.980822	3_630
2_8284_2006.350685	3	2006.350685	2_8284
2_18371_2009.487671	3	2009.487671	2_18371
1_2624_1999.142466	2	1999.142466	1_2624
4_8014_2005.616438	5	2005.616438	4_8014
4_8015_2005.652055	5	2005.652055	4_8015
4_8016_2005.652055	5	2005.652055	4_8016
0_12647_2005.613699	1	2005.613699	0_12647
2_8159_2006.290411	3	2006.290411	2_8159
4_8018_2005.624658	5	2005.624658	4_8018
0_12649_2005.646575	1	2005.646575	0_12649
0_14341_2006.731507	1	2006.731507	0_14341
2_17772_2009.243836	3	2009.243836	2_17772
1_1910_1997.676712	2	1997.676712	1_1910
5_732_2008.038251	6	2008.038251	5_732
0_12650_2005.621918	1	2005.621918	0_12650
0_12652_2005.6	1	2005.6	0_12652
3_1610_2001.427397	4	2001.427397	3_1610
0_11678_2004.860656	1	2004.860656	0_11678
0_12654_2005.673973	1	2005.673973	0_12654
2_11829_2007.528767	3	2007.528767	2_11829
4_8761_2007.49863	5	2007.49863	4_8761
2_21969_2012.491803	3	2012.491803	2_21969
0_12656_2005.646575	1	2005.646575	0_12656
0_7325_2001.687671	1	2001.687671	0_7325
0_12657_2005.641096	1	2005.641096	0_12657
4_8019_2005.638356	5	2005.638356	4_8019
2_1534_1998.758904	3	1998.758904	2_1534
1_6389_2005.043836	2	2005.043836	1_6389
4_8020_2005.594521	5	2005.594521	4_8020
0_3423_1994.756164	1	1994.756164	0_3423
4_8021_2005.690411	5	2005.690411	4_8021
1_3563_1999.991781	2	1999.991781	1_3563
